Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
184,Swingup,4319.82,0.00,-3.92,0.00,0.003675,0.00
185,Swingup,4319.82,0.00,-3.92,0.00,0.003611,0.00
186,Swingup,4319.82,0.00,-3.92,0.00,0.003599,0.00
187,Swingup,4319.82,0.00,-3.92,0.00,0.003289,0.00
188,Swingup,4319.82,0.00,-3.92,0.00,0.003425,0.00
189,Swingup,4319.82,0.00,-3.92,0.00,0.003499,0.00
190,Swingup,4319.82,0.00,-3.92,0.00,0.003368,0.00
191,Swingup,4319.82,0.00,-3.92,0.00,0.003347,0.00
192,Swingup,4319.82,0.00,-3.92,0.00,0.003675,0.00
193,Swingup,4319.82,0.00,-3.92,0.00,0.003895,0.00
194,Swingup,4319.82,0.00,-3.92,0.00,0.003619,0.00
195,Swingup,4319.82,0.00,-3.92,0.00,0.003435,0.00
196,Swingup,4319.82,0.00,-3.92,0.00,0.003505,0.00
197,Swingup,4319.82,0.00,-3.92,0.00,0.003846,0.00
198,Swingup,4319.82,0.00,-3.92,0.00,0.003392,0.00
199,Swingup,4319.82,0.00,-3.92,0.00,0.003697,0.00
200,Swingup,4319.82,0.00,-3.92,0.00,0.003347,0.00
201,Swingup,4319.82,0.00,-3.92,0.00,0.003503,0.00
202,Swingup,4319.82,0.00,-3.92,0.00,0.003604,0.00
203,Swingup,4319.82,0.00,-3.92,0.00,0.003543,0.00
204,Swingup,4319.82,0.00,-3.92,0.00,0.003515,0.00
205,Swingup,4319.82,0.00,-3.92,0.00,0.003492,0.00
206,Swingup,4319.82,0.00,-3.92,0.00,0.003780,0.00
207,Swingup,4319.82,0.00,-3.92,0.00,0.003871,0.00
208,Swingup,4319.82,0.00,-3.92,0.00,0.003344,0.00
209,Swingup,4319.82,0.00,-3.92,0.00,0.003255,0.00
210,Swingup,4319.82,0.00,-3.92,0.00,0.003316,0.00
211,Swingup,4319.82,0.00,-3.92,0.00,0.004292,0.00
212,Swingup,4319.82,0.00,-3.92,0.00,0.003024,0.00
213,Swingup,4319.82,0.00,-3.92,0.00,0.003134,0.00
214,Swingup,4319.82,0.00,-3.92,0.00,0.003649,0.00
215,Swingup,4319.82,0.00,-3.92,0.00,0.003514,0.00
216,Swingup,4319.82,0.00,-3.92,0.00,0.003466,0.00
217,Swingup,4319.82,0.00,-3.92,0.00,0.003515,0.00
218,Swingup,4319.82,0.00,-3.92,0.00,0.003816,0.00
219,Swingup,4319.82,0.00,-3.92,0.00,0.003317,0.00
220,Swingup,4319.82,0.00,-3.92,0.00,0.003110,0.00
221,Swingup,4319.82,0.00,-3.92,0.00,0.003675,0.00
222,Swingup,4319.82,0.00,-3.92,0.00,0.003503,0.00
223,Swingup,4319.82,0.00,-3.92,0.00,0.003649,0.00
224,Swingup,4319.82,0.00,-3.92,0.00,0.002863,0.00
225,Swingup,4319.82,0.00,-3.92,0.00,0.003904,0.00
226,Swingup,4319.82,0.00,-3.92,0.00,0.003498,0.00
227,Swingup,4319.82,0.00,-3.92,0.00,0.003614,0.00
228,Swingup,4319.82,0.00,-3.92,0.00,0.003354,0.00
229,Swingup,4319.82,0.00,-3.92,0.00,0.003808,0.00
230,Swingup,4319.82,0.00,-3.92,0.00,0.003467,0.00
231,Swingup,4319.82,0.00,-3.92,0.00,0.003341,0.00
232,Swingup,4319.82,0.00,-3.92,0.00,0.003358,0.00
233,Swingup,4319.82,0.00,-3.92,0.00,0.003086,0.00
234,Swingup,4319.82,0.00,-3.92,0.00,0.003276,0.00
235,Swingup,4319.82,0.00,-3.92,0.00,0.003551,0.00
236,Swingup,4319.82,0.00,-3.92,0.00,0.003187,0.00
237,Swingup,4319.82,0.00,-3.92,0.00,0.003105,0.00
238,Swingup,4319.82,0.00,-3.92,0.00,0.003603,0.00
239,Swingup,4319.82,0.00,-3.92,0.00,0.003532,0.00
240,Swingup,4319.82,0.00,-3.92,0.00,0.003331,0.00
241,Swingup,4319.82,0.00,-3.92,0.00,0.004312,0.00
242,Swingup,4319.82,0.00,-3.92,0.00,0.003385,0.00
243,Swingup,4319.82,0.00,-3.92,0.00,0.003609,0.00
244,Swingup,4319.82,0.00,-3.92,0.00,0.003653,0.00
245,Swingup,4319.82,0.00,-3.92,0.00,0.003137,0.00
246,Swingup,4319.82,0.00,-3.92,0.00,0.003400,0.00
247,Swingup,4319.82,0.00,-3.92,0.00,0.003848,0.00
248,Swingup,4319.82,0.00,-3.92,0.00,0.003434,0.00
249,Swingup,4319.82,0.00,-3.92,0.00,0.003051,0.00
250,Swingup,4319.82,0.00,-3.92,0.00,0.004160,0.00
