Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
193,Swingup,17999.82,0.00,-0.93,0.00,0.002253,0.00
194,Swingup,17999.82,0.00,-0.93,0.00,0.002619,0.00
195,Swingup,17999.82,0.00,-0.93,0.00,0.003200,0.00
196,Swingup,17999.82,0.00,-0.93,0.00,0.003039,0.00
197,Swingup,17999.82,0.00,-0.93,0.00,0.002734,0.00
198,Swingup,17999.82,0.00,-0.93,0.00,0.002826,0.00
199,Swingup,17999.82,0.00,-0.93,0.00,0.003033,0.00
200,Swingup,17999.82,0.00,-0.93,0.00,0.003082,0.00
201,Swingup,17999.82,0.00,-0.93,0.00,0.003104,0.00
202,Swingup,17999.82,0.00,-0.93,0.00,0.003207,0.00
203,Swingup,17999.82,0.00,-0.93,0.00,0.003107,0.00
204,Swingup,17999.82,0.00,-0.93,0.00,0.002599,0.00
205,Swingup,17999.82,0.00,-0.93,0.00,0.003381,0.00
206,Swingup,17999.82,0.00,-0.93,0.00,0.002807,0.00
207,Swingup,17999.82,0.00,-0.93,0.00,0.003073,0.00
208,Swingup,17999.82,0.00,-0.93,0.00,0.002522,0.00
209,Swingup,17999.82,0.00,-0.93,0.00,0.002923,0.00
210,Swingup,17999.82,0.00,-0.93,0.00,0.003438,0.00
211,Swingup,17999.82,0.00,-0.93,0.00,0.002802,0.00
212,Swingup,17999.82,0.00,-0.93,0.00,0.003385,0.00
213,Swingup,17999.82,0.00,-0.93,0.00,0.002839,0.00
214,Swingup,17999.82,0.00,-0.93,0.00,0.002835,0.00
215,Swingup,17999.82,0.00,-0.93,0.00,0.003153,0.00
216,Swingup,17999.82,0.00,-0.93,0.00,0.003031,0.00
217,Swingup,17999.82,0.00,-0.93,0.00,0.002802,0.00
218,Swingup,17999.82,0.00,-0.93,0.00,0.002888,0.00
219,Swingup,17999.82,0.00,-0.93,0.00,0.003088,0.00
220,Swingup,17999.82,0.00,-0.93,0.00,0.003173,0.00
221,Swingup,17999.82,0.00,-0.93,0.00,0.002795,0.00
222,Swingup,17999.82,0.00,-0.93,0.00,0.003170,0.00
223,Swingup,17999.82,0.00,-0.93,0.00,0.002865,0.00
224,Swingup,17999.82,0.00,-0.93,0.00,0.003218,0.00
225,Swingup,17999.82,0.00,-0.93,0.00,0.003448,0.00
226,Swingup,17999.82,0.00,-0.93,0.00,0.002800,0.00
227,Swingup,17999.82,0.00,-0.93,0.00,0.002697,0.00
228,Swingup,17999.82,0.00,-0.93,0.00,0.002899,0.00
229,Swingup,17999.82,0.00,-0.93,0.00,0.002630,0.00
230,Swingup,17999.82,0.00,-0.93,0.00,0.003304,0.00
231,Swingup,17999.82,0.00,-0.93,0.00,0.002874,0.00
232,Swingup,17999.82,0.00,-0.93,0.00,0.003199,0.00
233,Swingup,17999.82,0.00,-0.93,0.00,0.003042,0.00
234,Swingup,17999.82,0.00,-0.93,0.00,0.002879,0.00
235,Swingup,17999.82,0.00,-0.93,0.00,0.003256,0.00
236,Swingup,17999.82,0.00,-0.93,0.00,0.002785,0.00
237,Swingup,17999.82,0.00,-0.93,0.00,0.002872,0.00
238,Swingup,17999.82,0.00,-0.93,0.00,0.003718,0.00
239,Swingup,17999.82,0.00,-0.93,0.00,0.002860,0.00
240,Swingup,17999.82,0.00,-0.93,0.00,0.002928,0.00
241,Swingup,17999.82,0.00,-0.93,0.00,0.002703,0.00
242,Swingup,17999.82,0.00,-0.93,0.00,0.002908,0.00
243,Swingup,17999.82,0.00,-0.93,0.00,0.002791,0.00
244,Swingup,17999.82,0.00,-0.93,0.00,0.003118,0.00
245,Swingup,17999.82,0.00,-0.93,0.00,0.003180,0.00
246,Swingup,17999.82,0.00,-0.93,0.00,0.002825,0.00
247,Swingup,17999.82,0.00,-0.93,0.00,0.003205,0.00
248,Swingup,17999.82,0.00,-0.93,0.00,0.002697,0.00
249,Swingup,17999.82,0.00,-0.93,0.00,0.002938,0.00
250,Swingup,17999.82,0.00,-0.93,0.00,0.003321,0.00
251,Swingup,17999.82,0.00,-0.93,0.00,0.003000,0.00
252,Swingup,17999.82,0.00,-0.93,0.00,0.003111,0.00
253,Swingup,17999.82,0.00,-0.93,0.00,0.002884,0.00
254,Swingup,17999.82,0.00,-0.93,0.00,0.002676,0.00
255,Swingup,17999.82,0.00,-0.93,0.00,0.003385,0.00
256,Swingup,17999.82,0.00,-0.93,0.00,0.003075,0.00
257,Swingup,17999.82,0.00,-0.93,0.00,0.002698,0.00
258,Swingup,17999.82,0.00,-0.93,0.00,0.003398,0.00
259,Swingup,17999.82,0.00,-0.93,0.00,0.002227,0.00
260,Swingup,17999.82,0.00,-0.93,0.00,0.002893,0.00
261,Swingup,17999.82,0.00,-0.93,0.00,0.003119,0.00
262,Swingup,17999.82,0.00,-0.93,0.00,0.002942,0.00
263,Swingup,17999.82,0.00,-0.93,0.00,0.003054,0.00
264,Swingup,17999.82,0.00,-0.93,0.00,0.003030,0.00
265,Swingup,17999.82,0.00,-0.93,0.00,0.002608,0.00
266,Swingup,17999.82,0.00,-0.93,0.00,0.003076,0.00
267,Swingup,17999.82,0.00,-0.93,0.00,0.003530,0.00
268,Swingup,17999.82,0.00,-0.93,0.00,0.002375,0.00
269,Swingup,17999.82,0.00,-0.93,0.00,0.003588,0.00
270,Swingup,17999.82,0.00,-0.93,0.00,0.002511,0.00
271,Swingup,17999.82,0.00,-0.93,0.00,0.003025,0.00
272,Swingup,17999.82,0.00,-0.93,0.00,0.002741,0.00
273,Swingup,17999.82,0.00,-0.93,0.00,0.003463,0.00
274,Swingup,17999.82,0.00,-0.93,0.00,0.002763,0.00
275,Swingup,17999.82,0.00,-0.93,0.00,0.002806,0.00
276,Swingup,17999.82,0.00,-0.93,0.00,0.003324,0.00
277,Swingup,17999.82,0.00,-0.93,0.00,0.002730,0.00
278,Swingup,17999.82,0.00,-0.93,0.00,0.003242,0.00
279,Swingup,17999.82,0.00,-0.93,0.00,0.003068,0.00
280,Swingup,17999.82,0.00,-0.93,0.00,0.002693,0.00
281,Swingup,17999.82,0.00,-0.93,0.00,0.003922,0.00
282,Swingup,17999.82,0.00,-0.93,0.00,0.002680,0.00
283,Swingup,17999.82,0.00,-0.93,0.00,0.002917,0.00
284,Swingup,17999.82,0.00,-0.93,0.00,0.003095,0.00
285,Swingup,17999.82,0.00,-0.93,0.00,0.002810,0.00
286,Swingup,17999.82,0.00,-0.93,0.00,0.002884,0.00
287,Swingup,17999.82,0.00,-0.93,0.00,0.002935,0.00
288,Swingup,17999.82,0.00,-0.93,0.00,0.003076,0.00
289,Swingup,17999.82,0.00,-0.93,0.00,0.002604,0.00
290,Swingup,17999.82,0.00,-0.93,0.00,0.002753,0.00
291,Swingup,17999.82,0.00,-0.93,0.00,0.002712,0.00
292,Swingup,17999.82,0.00,-0.93,0.00,0.003288,0.00
293,Swingup,17999.82,0.00,-0.93,0.00,0.002967,0.00
294,Swingup,17999.82,0.00,-0.93,0.00,0.003082,0.00
